,X,Y
430,4616.5,3096.1
431,4323.8,3381.5
432,4284.4,3392.1
433,4290.7,3399.7
434,4299.0,3369.6
435,4314.1,3420.3
436,4325.1,3406.9
437,4311.9,3413.2
438,4274.8,3354.4
439,4300.2,3409.0
440,4318.9,3389.2
441,4327.0,3418.0
442,4317.3,3405.7
443,4324.0,3354.8
444,4281.6,3416.9
445,4327.8,3388.4
446,4324.1,3377.9
447,4294.2,3397.5
448,4811.4,3537.1
449,4201.1,3299.5
450,4109.8,3560.5
451,4121.9,3367.8
452,4375.5,3631.8
453,4354.4,3069.9
454,4250.2,3384.2
455,4236.0,3427.9
456,4295.9,3411.4
457,4304.8,3406.8
458,4346.2,3428.1
459,4327.9,3390.0
460,4341.2,3378.4
461,4301.7,3414.2
462,4295.8,3392.6
463,4316.0,3389.3
464,4302.0,3418.2
465,4333.3,3417.3
466,4288.1,3349.8
467,4314.5,3356.9
468,4315.6,3382.4
469,4354.9,3393.3
470,4330.7,3406.3
471,4309.0,3369.9
472,4347.9,3509.9
473,4294.4,3246.4
474,4318.4,3525.1
475,4091.7,3321.7
476,4520.5,3487.5
477,4233.9,3442.8
478,4327.6,3437.6
479,4149.4,3443.3
480,4314.4,3404.5
481,4275.8,3411.7
482,4317.3,3373.8
483,4307.6,3390.4
484,4338.6,3384.7
485,4322.9,3373.2
486,4310.2,3423.0
487,4256.4,3404.1
488,4287.7,3417.9
489,4321.3,3380.9
490,4374.9,3389.2
491,4343.1,3401.3
492,4300.6,3353.6
493,4371.1,3354.5
494,4307.1,3359.9
495,4323.4,3354.6
496,4045.6,3305.7
497,4226.0,3377.3
498,4318.5,3646.0
499,4241.4,3841.1
500,4585.6,3209.0
501,4392.2,3389.0
502,4103.3,3265.3
503,4127.6,2938.3
504,4309.9,3372.1
505,4304.8,3366.0
506,4347.6,3373.6
507,4348.1,3384.6
508,4326.1,3379.3
509,4316.4,3403.2
510,4346.8,3359.1
511,4335.3,3366.8
512,4338.1,3378.0
513,4304.7,3384.3
514,4327.2,3436.9
515,4276.6,3404.5
516,4337.6,3365.0
517,4299.4,3372.4
518,4311.2,3403.2
519,4289.5,3412.2
520,4400.2,3704.2
521,4440.2,3463.7
522,4525.6,3117.0
523,4537.1,3496.7
524,4198.6,3526.6
525,4530.3,3295.9
526,4283.9,3446.8
527,4217.6,3579.6
528,4350.4,3405.4
529,4305.9,3414.1
530,4320.8,3406.8
531,4297.4,3372.9
532,4360.4,3410.9
533,4319.2,3389.5
534,4320.1,3366.4
535,4308.1,3385.1
536,4353.2,3406.5
537,4364.8,3392.3
538,4344.1,3371.1
539,4340.4,3368.1
540,4312.8,3352.3
541,4311.7,3368.5
542,4352.8,3383.4
543,4305.4,3381.3
544,3893.0,3439.1
545,4250.9,3629.5
546,4216.9,3060.7
547,4770.2,3344.3
548,4378.3,3316.7
549,4090.9,3400.9
550,4276.6,3466.7
551,4487.3,3245.5
552,4328.3,3400.6
553,4325.2,3369.4
554,4316.1,3399.3
555,4331.9,3394.6
556,4366.9,3385.4
557,4308.0,3393.0
558,4316.0,3372.4
559,4310.5,3371.7
560,4360.7,3341.0
561,4312.8,3374.5
562,4319.6,3384.6
563,4365.2,3412.1
564,4281.5,3356.5
565,4330.9,3377.5
566,4301.4,3419.5
567,4332.7,3402.0
568,4091.0,3503.0
569,4369.5,3317.6
570,4425.7,3262.3
571,4096.8,3706.4
572,4444.8,3074.5
573,4221.2,3715.8
574,4532.1,3285.5
575,4564.9,3230.5
576,4366.9,3338.1
577,4341.2,3391.2
578,4358.2,3339.5
579,4326.3,3387.6
580,4332.5,3390.0
581,4354.1,3385.5
582,4335.1,3369.3
583,4293.4,3403.1
584,4322.5,3404.8
585,4360.4,3350.6
586,4359.2,3369.0
587,4309.6,3345.7
588,4370.6,3367.8
589,4333.8,3366.4
590,4340.2,3393.3
591,4310.3,3376.9
592,4633.0,2989.5
593,4245.2,3546.5
594,4701.4,3371.6
595,4252.2,3049.4
596,4309.9,3360.2
597,4035.9,3441.5
598,4502.4,3239.8
599,4427.7,3427.3
600,4343.8,3323.7
601,4333.3,3394.8
602,4361.0,3435.2
603,4339.5,3362.0
604,4326.8,3436.9
605,4321.0,3369.8
606,4339.9,3395.8
607,4356.0,3384.4
608,4348.9,3375.6
609,4324.0,3355.9
610,4358.6,3382.9
611,4341.8,3397.6
612,4361.9,3408.7
613,4339.6,3370.0
614,4337.0,3363.0
615,4384.1,3386.1
616,4276.5,3756.0
617,4373.9,3336.7
618,4622.1,3530.4
619,3953.3,3189.1
620,4691.8,3745.3
621,4136.5,3271.6
622,4649.9,3006.7
623,4255.2,3471.4
624,4352.1,3372.5
625,4310.5,3394.8
626,4349.1,3403.9
627,4351.3,3375.8
628,4335.6,3371.6
629,4360.0,3314.3
630,4326.2,3388.7
631,4339.3,3360.8
632,4386.1,3387.0
633,4364.9,3366.7
634,4350.1,3383.6
635,4383.8,3380.8
636,4370.9,3396.5
637,4351.9,3400.6
638,4395.9,3367.7
639,4327.3,3384.0
640,4277.5,3034.6
641,4588.1,3543.4
642,4352.9,3099.6
643,4484.7,3836.9
644,3953.8,3315.8
645,4489.7,3526.8
646,4415.1,3704.9
647,4493.6,3264.7
648,4320.9,3372.8
649,4360.0,3389.9
650,4379.4,3397.9
651,4373.7,3338.7
652,4361.7,3364.2
653,4333.6,3359.4
654,4332.0,3439.1
655,4313.4,3363.5
656,4302.8,3353.1
657,4326.5,3374.2
658,4395.4,3385.9
659,4379.6,3394.9
660,4376.0,3374.4
661,4344.1,3352.1
662,4353.5,3380.2
663,4305.9,3427.7
664,4031.2,3504.3
665,4343.8,3169.9
666,4265.3,3169.7
667,4585.1,3049.6
668,4212.1,3334.4
669,4267.5,3634.4
670,4118.5,3376.8
671,4668.3,3330.3
672,4353.0,3385.1
673,4327.8,3342.2
674,4335.5,3413.2
675,4342.9,3379.5
676,4349.9,3392.5
677,4381.7,3387.0
678,4371.6,3380.1
679,4350.6,3391.0
680,4347.8,3420.5
681,4358.7,3399.1
682,4354.9,3394.1
683,4317.7,3362.2
684,4310.5,3346.1
685,4349.0,3407.7
686,4322.0,3406.6
687,4376.9,3350.7
688,4276.9,3192.8
689,4090.5,3284.7
690,4311.6,3463.0
691,4233.5,3347.5
692,4157.6,3416.1
693,4624.6,3467.2
694,4289.9,3415.1
695,4384.7,3743.6
696,4400.6,3327.5
697,4375.8,3391.7
698,4364.7,3352.5
699,4364.0,3339.4
700,4346.2,3383.0
701,4382.4,3383.7
702,4361.4,3374.0
703,4353.9,3400.3
704,4369.6,3350.3
705,4283.7,3368.7
706,4383.1,3353.0
707,4334.7,3393.4
708,4364.6,3372.8
709,4339.8,3391.4
710,4350.2,3388.2
711,4357.9,3381.4
712,4467.3,3378.3
713,4116.7,3015.1
714,4312.5,3350.8
715,4400.3,3614.6
716,4630.2,3469.7
717,4409.7,3483.5
718,4198.4,3419.6
719,4367.2,2969.1
720,4399.9,3335.7
721,4335.8,3329.2
722,4383.5,3410.2
723,4303.9,3377.4
724,4357.3,3353.8
725,4374.4,3382.7
726,4333.7,3319.9
727,4390.1,3390.1
728,4390.6,3368.4
729,4355.9,3341.2
730,4386.1,3367.7
731,4368.0,3373.6
732,4395.6,3381.8
733,4305.7,3404.3
734,4365.8,3346.2
735,4349.1,3383.7
736,4729.1,3327.1
737,4273.8,3549.7
738,4525.2,3190.3
739,4375.0,3270.4
740,4237.4,3309.3
741,4753.5,3339.5
742,4326.0,3431.4
743,4738.6,3128.3
744,4359.3,3384.1
745,4346.9,3357.4
746,4358.4,3357.1
747,4381.4,3370.4
748,4317.4,3396.7
749,4361.5,3383.1
750,4410.5,3391.5
751,4329.4,3354.7
752,4377.5,3381.2
753,4370.0,3315.1
754,4368.4,3383.6
755,4370.1,3310.8
756,4407.5,3336.1
757,4374.1,3373.1
758,4418.3,3390.0
759,4382.1,3358.0
760,4517.6,3235.5
761,4313.8,3486.6
762,4580.3,3442.3
763,4121.2,3519.3
764,4637.0,3169.4
765,4356.1,3371.3
766,4440.4,3468.3
767,4414.6,3025.6
768,4373.8,3372.4
769,4395.7,3408.2
770,4358.2,3393.5
771,4395.0,3353.4
772,4314.4,3345.2
773,4317.2,3389.1
774,4333.6,3354.6
775,4394.9,3387.0
776,4375.0,3378.6
777,4407.4,3400.9
778,4348.4,3367.2
779,4381.4,3358.2
780,4404.6,3368.5
781,4353.0,3399.3
782,4345.9,3365.1
783,4381.2,3378.3
784,4157.9,3661.0
785,4464.9,3457.2
786,4263.2,3801.1
787,4183.0,3125.1
788,4343.5,3185.1
789,4179.5,3298.0
790,4520.3,3011.4
791,4087.3,3518.9
792,4391.8,3339.5
793,4362.6,3349.2
794,4398.5,3363.1
795,4353.4,3335.8
796,4331.7,3393.1
797,4420.3,3319.7
798,4404.8,3395.9
799,4333.9,3320.9
800,4388.2,3382.8
801,4378.6,3359.6
802,4407.0,3343.1
803,4370.8,3360.2
804,4338.8,3355.7
805,4328.8,3353.5
806,4406.4,3373.3
807,4383.2,3386.6
808,4719.8,3447.2
809,4577.5,3578.4
810,3833.4,3611.8
811,4346.1,3518.4
812,4208.6,3333.3
813,4176.2,3496.5
814,4486.6,3747.0
815,4019.9,3421.8
816,4385.1,3391.7
817,4387.5,3353.6
818,4399.6,3360.2
819,4413.9,3405.3
820,4372.9,3341.6
821,4428.1,3375.0
822,4354.5,3386.4
823,4366.3,3363.6
824,4373.1,3407.6
825,4389.7,3377.0
826,4369.5,3355.3
827,4352.8,3355.5
828,4385.2,3408.3
829,4375.7,3382.5
830,4392.0,3335.7
831,4379.3,3337.5
832,4277.0,3260.8
833,4800.4,3496.8
834,4200.8,3072.2
835,3921.1,3549.6
836,4313.3,3680.1
837,4553.5,3254.4
838,4511.2,3659.0
839,4575.5,3391.8
840,4415.8,3387.3
841,4421.0,3382.6
842,4356.9,3373.2
843,4380.9,3394.9
844,4368.4,3421.8
845,4375.5,3326.6
846,4410.9,3375.8
847,4384.4,3372.4
848,4412.0,3335.2
849,4427.1,3415.8
850,4371.8,3355.1
851,4414.2,3403.7
852,4374.9,3341.3
853,4356.0,3411.9
854,4361.3,3319.4
855,4382.2,3373.4
856,4238.5,2916.5
857,4777.7,3359.0
858,4613.9,3558.0
859,4384.1,3451.5
860,4205.7,3064.7
861,4421.5,3587.9
862,4379.0,3449.0
863,4551.7,3443.7
864,4394.1,3372.7
865,4416.2,3401.9
866,4409.5,3330.4
867,4397.8,3372.7
868,4401.4,3340.4
869,4407.8,3395.6
870,4412.5,3400.9
871,4418.7,3364.7
872,4436.3,3381.8
873,4413.6,3383.3
874,4359.3,3349.2
875,4406.8,3380.6
876,4431.5,3340.3
877,4407.0,3331.5
878,4416.4,3395.6
879,4393.9,3401.2
880,4689.0,3497.3
881,4571.3,3867.8
882,4297.5,3166.9
883,4137.4,3808.4
884,4436.9,3260.4
885,4410.1,3187.2
886,4494.9,3266.6
887,4468.0,3222.4
888,4391.2,3369.1
889,4406.5,3340.1
890,4470.1,3355.1
891,4462.4,3317.6
892,4448.6,3371.7
893,4385.6,3363.4
894,4408.6,3354.8
895,4306.4,3339.8
896,4411.5,3360.0
897,4385.0,3354.3
898,4380.6,3408.7
899,4433.7,3351.3
900,4442.1,3361.8
901,4398.8,3364.1
902,4380.2,3398.7
903,4375.2,3415.6
904,4122.2,3899.1
905,4448.2,3534.4
906,4199.9,3262.7
907,4384.1,3252.4
908,4361.3,3480.9
909,4397.3,3140.4
910,4392.9,3204.3
911,4665.8,3259.7
912,4403.5,3362.8
913,4387.4,3409.3
914,4447.5,3384.9
915,4382.7,3385.3
916,4429.9,3345.4
917,4420.1,3321.1
918,4361.6,3361.0
919,4423.1,3382.1
920,4350.1,3332.0
921,4317.7,3337.3
922,4388.1,3328.5
923,4368.9,3396.2
924,4406.0,3380.0
925,4470.0,3335.8
926,4433.0,3378.7
927,4428.2,3423.3
928,4212.3,3451.8
929,4493.7,3514.7
930,3869.1,3452.5
931,4163.0,3332.5
932,4074.1,3364.2
933,4370.7,3209.7
934,4212.2,3116.6
935,4352.8,3219.7
936,4396.7,3361.7
937,4379.9,3360.9
938,4409.3,3380.1
939,4400.3,3414.1
940,4409.4,3398.1
941,4373.3,3355.3
942,4395.3,3370.8
943,4442.2,3413.5
944,4421.0,3413.3
945,4420.3,3372.9
946,4394.5,3410.7
947,4401.4,3376.1
948,4371.8,3331.6
949,4356.4,3379.4
950,4385.2,3376.7
951,4455.3,3408.2
952,4616.0,3475.7
953,4654.3,3099.4
954,4652.1,3251.1
955,4427.5,3392.5
956,4447.9,2904.6
957,4310.7,3115.0
958,4503.6,3387.8
959,4134.4,3193.1
960,4433.0,3366.2
961,4407.1,3442.8
962,4399.2,3399.5
963,4417.8,3372.0
964,4418.1,3414.2
965,4408.4,3443.8
966,4401.1,3323.0
967,4419.6,3378.6
968,4436.6,3404.7
969,4341.3,3356.4
970,4443.4,3356.1
971,4388.8,3395.1
972,4454.8,3389.3
973,4421.4,3349.8
974,4444.2,3383.9
975,4441.9,3422.6
976,4129.3,3205.2
977,4621.7,3270.6
978,4146.6,3114.3
979,4553.1,3163.6
980,4623.3,3686.8
981,4485.1,3355.0
982,4576.5,3638.4
983,4302.0,3727.4
984,4368.3,3362.1
985,4425.7,3331.9
986,4489.8,3404.4
987,4452.0,3361.0
988,4457.6,3378.2
989,4446.8,3332.2
990,4374.5,3396.1
991,4454.4,3373.7
992,4404.9,3341.5
993,4388.5,3414.3
994,4411.7,3381.3
995,4446.8,3364.3
996,4455.5,3361.0
997,4359.5,3421.0
998,4430.7,3370.6
999,4420.5,3367.7
1000,4578.3,3152.1
1001,4219.4,3393.2
1002,4696.3,3487.8
1003,4081.8,3309.8
1004,4398.3,3042.8
1005,3990.1,3327.5
1006,4176.6,2870.7
1007,4258.3,3061.2
1008,4465.0,3302.9
1009,4396.5,3384.1
1010,4395.0,3393.3
1011,4343.6,3397.8
1012,4413.7,3396.5
1013,4365.9,3372.0
1014,4464.5,3339.0
1015,4371.2,3420.6
1016,4416.1,3373.7
1017,4397.1,3340.4
1018,4384.9,3426.3
1019,4362.4,3394.0
1020,4431.9,3378.0
1021,4358.5,3367.5
1022,4446.1,3389.9
1023,4427.1,3394.9
1024,4625.0,3734.6
1025,4441.8,3116.0
1026,4276.2,4094.8
1027,4393.8,3374.7
1028,4042.7,3532.8
1029,4639.7,3189.9
1030,4414.7,3493.7
1031,4086.1,3449.9
1032,4421.5,3414.5
1033,4428.3,3378.5
1034,4420.1,3343.4
1035,4406.3,3369.4
1036,4407.7,3418.7
1037,4395.8,3386.4
1038,4393.4,3408.3
1039,4400.3,3397.7
1040,4478.5,3373.1
1041,4393.5,3374.2
1042,4396.9,3353.4
1043,4463.9,3351.5
1044,4470.9,3363.7
1045,4450.9,3338.3
1046,4426.0,3332.4
1047,4418.2,3378.9
1048,4190.4,3589.2
1049,4225.2,3029.2
1050,4349.2,3575.0
1051,4253.8,3849.5
1052,4590.9,3551.4
1053,4291.9,3513.8
1054,4356.7,3581.7
1055,4643.4,3333.5
1056,4447.6,3335.7
1057,4444.7,3420.5
1058,4472.8,3323.9
1059,4436.2,3415.8
1060,4437.8,3360.4
1061,4372.9,3406.4
1062,4451.8,3405.7
1063,4486.0,3364.1
1064,4414.7,3370.1
1065,4385.5,3421.6
1066,4434.5,3455.5
1067,4438.3,3365.6
1068,4420.8,3331.8
1069,4427.2,3414.9
1070,4412.7,3433.6
1071,4438.1,3347.1
1072,4526.5,3825.7
1073,4119.3,2971.7
1074,4658.7,3124.0
1075,4608.9,3298.4
1076,3873.2,3390.3
1077,4109.5,2978.0
1078,4621.1,3152.7
1079,4866.6,3543.7
1080,4465.9,3366.3
1081,4508.2,3423.9
1082,4418.7,3414.4
1083,4397.2,3404.7
1084,4423.8,3283.4
1085,4439.9,3380.5
1086,4468.7,3422.4
1087,4429.8,3435.5
1088,4504.4,3423.0
1089,4419.9,3403.4
1090,4447.1,3413.0
1091,4463.8,3388.1
1092,4411.4,3413.5
1093,4442.6,3391.3
1094,4416.3,3366.8
1095,4484.4,3438.5
1096,5020.2,3485.2
1097,4184.0,3497.9
1098,4663.0,3206.6
1099,4246.4,3576.8
1100,4283.8,3366.6
1101,4480.0,3094.2
1102,4814.6,3382.3
1103,4655.5,3724.9
1104,4482.8,3358.1
1105,4458.5,3386.9
1106,4446.4,3384.7
1107,4422.0,3424.5
1108,4447.9,3344.8
1109,4416.7,3397.8
1110,4406.7,3382.1
1111,4504.7,3387.0
1112,4443.4,3435.5
1113,4436.4,3332.8
1114,4422.3,3374.9
1115,4444.8,3390.1
1116,4450.3,3437.8
1117,4510.9,3399.5
1118,4426.1,3435.2
1119,4427.2,3397.7
1120,4158.9,3406.3
1121,4237.5,3637.2
1122,4150.1,3530.8
1123,4519.4,3377.5
1124,4030.4,3673.8
1125,4151.0,3167.7
1126,4495.7,3505.4
1127,4370.1,3817.2
1128,4434.7,3366.2
1129,4436.5,3350.1
1130,4431.9,3324.5
1131,4473.3,3371.1
1132,4470.9,3409.6
1133,4446.6,3345.8
1134,4481.2,3345.1
1135,4427.9,3420.2
1136,4456.3,3403.5
1137,4516.8,3385.8
1138,4450.6,3456.2
1139,4402.3,3359.7
1140,4428.9,3398.5
1141,4425.0,3374.6
1142,4416.5,3475.2
1143,4450.6,3438.7
1144,4835.1,3632.4
1145,4859.1,3936.6
1146,4617.3,3532.9
1147,4035.6,3133.7
1148,4421.0,3431.0
1149,3931.9,3309.3
1150,4282.0,2758.4
1151,4370.5,3489.3
